C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\.venv\Scripts\python.exe C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\feature_selection\fs1_xgb_autofe.py
df_train_features.shape=(750000, 221)
len(FEATURES_ALREADY_FOUND)=0
Starting Forward Feature Selection.
Original Features (always selected): ['Sex', 'Age', 'Height', 'Weight', 'Duration', 'Heart_Rate', 'Body_Temp']
Initial features to select: []
Initial features to discard: []
Scoring baseline model
Baseline score: -0.06312 ((750000, 7)) (6.97s)
Round 1/25
210/220 Feature Multiply_Duration_Heart_Rate                                                                   : score -0.06332 ((750000, 8))
211/220 Feature Multiply_Weight_Body_Temp                                                                      : score -0.06265 ((750000, 8))
212/220 Feature Freq_Duration                                                                                  : score -0.06375 ((750000, 8))
213/220 Feature Divide_Heart_Rate_Age                                                                          : score -0.06301 ((750000, 8))
214/220 Feature Divide_Height_Heart_Rate                                                                       : score -0.06540 ((750000, 8))
215/220 Feature GroupByThenMean_Body_Temp_Heart_Rate                                                           : score -0.06281 ((750000, 8))
216/220 Feature Multiply_Age_Weight                                                                            : score -0.06294 ((750000, 8))
217/220 Feature GroupByThenMean_Weight_Age                                                                     : score -0.06350 ((750000, 8))
218/220 Feature Plus_Weight_Body_Temp                                                                          : score -0.06280 ((750000, 8))
219/220 Feature CombineThenFreq_Height_Duration                                                                : score -0.06375 ((750000, 8))
220/220 Feature Divide_Sex_Body_Temp                                                                           : score -0.06305 ((750000, 8))
Feature to select: Combine_Sex_Duration, score: -0.06232052419616669
Features selected: ['Combine_Sex_Duration']
Discarding worst features: ['Minus_Duration_Heart_Rate', 'Combine_Weight_Heart_Rate', 'GroupByThenRank_Heart_Rate_Body_Temp']
Features to discard: ['Minus_Duration_Heart_Rate', 'Combine_Weight_Heart_Rate', 'GroupByThenRank_Heart_Rate_Body_Temp']
Round 2/25
0  /216 Feature GroupByThenMean_Duration_Age                                                                   : score -0.06259 ((750000, 9))
1  /216 Feature GroupByThenMean_Duration_Weight                                                                : score -0.06246 ((750000, 9))
2  /216 Feature Minus_Heart_Rate_Body_Temp                                                                     : score -0.06240 ((750000, 9))
3  /216 Feature GroupByThenRank_Age_Height                                                                     : score -0.06264 ((750000, 9))
4  /216 Feature Residual_Duration                                                                              : score -0.06232 ((750000, 9))
5  /216 Feature GroupByThenMean_Weight_Duration                                                                : score -0.06243 ((750000, 9))
6  /216 Feature CombineThenFreq_Weight_Body_Temp                                                               : score -0.06242 ((750000, 9))
7  /216 Feature CombineThenFreq_Sex_Height                                                                     : score -0.06256 ((750000, 9))
8  /216 Feature GroupByThenMean_Sex_Age                                                                        : score -0.06439 ((750000, 9))
9  /216 Feature GroupByThenMean_Heart_Rate_Body_Temp                                                           : score -0.06242 ((750000, 9))
10 /216 Feature CombineThenFreq_Height_Body_Temp                                                               : score -0.06251 ((750000, 9))
11 /216 Feature GroupByThenMean_Age_Height                                                                     : score -0.06249 ((750000, 9))
12 /216 Feature Plus_Age_Body_Temp                                                                             : score -0.06263 ((750000, 9))
13 /216 Feature Divide_Height_Weight                                                                           : score -0.06226 ((750000, 9))
14 /216 Feature GroupByThenMean_Duration_Body_Temp                                                             : score -0.06241 ((750000, 9))
15 /216 Feature GroupByThenRank_Age_Heart_Rate                                                                 : score -0.06272 ((750000, 9))
16 /216 Feature Plus_Sex_Heart_Rate                                                                            : score -0.06249 ((750000, 9))
17 /216 Feature Plus_Height_Heart_Rate                                                                         : score -0.06237 ((750000, 9))
18 /216 Feature GroupByThenMean_Sex_Body_Temp                                                                  : score -0.06358 ((750000, 9))
19 /216 Feature GroupByThenMean_Sex_Weight                                                                     : score -0.06287 ((750000, 9))
20 /216 Feature Combine_Height_Duration                                                                        : score -0.06650 ((750000, 9))
21 /216 Feature Divide_Heart_Rate_Weight                                                                       : score -0.06467 ((750000, 9))
22 /216 Feature Min_Weight_Body_Temp                                                                           : score -0.06235 ((750000, 9))
23 /216 Feature Plus_Sex_Duration                                                                              : score -0.06228 ((750000, 9))
24 /216 Feature Multiply_Age_Heart_Rate                                                                        : score -0.06365 ((750000, 9))
25 /216 Feature Plus_Age_Heart_Rate                                                                            : score -0.06256 ((750000, 9))
26 /216 Feature Combine_Duration_Heart_Rate                                                                    : score -0.06379 ((750000, 9))
27 /216 Feature Freq_Heart_Rate                                                                                : score -0.06344 ((750000, 9))
28 /216 Feature GroupByThenMean_Sex_Heart_Rate                                                                 : score -0.06330 ((750000, 9))
29 /216 Feature Divide_Sex_Duration                                                                            : score -0.06239 ((750000, 9))
30 /216 Feature CombineThenFreq_Age_Height                                                                     : score -0.06283 ((750000, 9))
31 /216 Feature Minus_Sex_Body_Temp                                                                            : score -0.06326 ((750000, 9))
32 /216 Feature Min_Age_Duration                                                                               : score -0.06218 ((750000, 9))
33 /216 Feature Divide_Age_Height                                                                              : score -0.06320 ((750000, 9))
34 /216 Feature Combine_Sex_Age                                                                                : score -0.06299 ((750000, 9))
35 /216 Feature Combine_Sex_Heart_Rate                                                                         : score -0.06300 ((750000, 9))
36 /216 Feature Combine_Weight_Body_Temp                                                                       : score -0.06841 ((750000, 9))
37 /216 Feature Freq_Weight                                                                                    : score -0.06250 ((750000, 9))
38 /216 Feature Multiply_Sex_Weight                                                                            : score -0.06288 ((750000, 9))
39 /216 Feature Divide_Duration_Height                                                                         : score -0.06253 ((750000, 9))
40 /216 Feature Combine_Age_Height                                                                             : score -0.06985 ((750000, 9))
41 /216 Feature Divide_Body_Temp_Heart_Rate                                                                    : score -0.06246 ((750000, 9))
42 /216 Feature Plus_Age_Weight                                                                                : score -0.06390 ((750000, 9))
43 /216 Feature GroupByThenMean_Height_Duration                                                                : score -0.06243 ((750000, 9))
44 /216 Feature Min_Age_Weight                                                                                 : score -0.06263 ((750000, 9))
45 /216 Feature GroupByThenRank_Age_Duration                                                                   : score -0.06222 ((750000, 9))
46 /216 Feature GroupByThenMean_Age_Body_Temp                                                                  : score -0.06487 ((750000, 9))
47 /216 Feature CombineThenFreq_Sex_Body_Temp                                                                  : score -0.06308 ((750000, 9))
48 /216 Feature GroupByThenMean_Age_Duration                                                                   : score -0.06229 ((750000, 9))
49 /216 Feature Minus_Age_Weight                                                                               : score -0.06424 ((750000, 9))
50 /216 Feature Minus_Height_Weight                                                                            : score -0.06260 ((750000, 9))
51 /216 Feature Minus_Weight_Heart_Rate                                                                        : score -0.06234 ((750000, 9))
52 /216 Feature GroupByThenRank_Weight_Heart_Rate                                                              : score -0.06271 ((750000, 9))
53 /216 Feature Max_Age_Weight                                                                                 : score -0.06329 ((750000, 9))
54 /216 Feature GroupByThenRank_Sex_Weight                                                                     : score -0.06393 ((750000, 9))
55 /216 Feature Divide_Age_Weight                                                                              : score -0.06275 ((750000, 9))
56 /216 Feature GroupByThenMean_Age_Heart_Rate                                                                 : score -0.06260 ((750000, 9))
57 /216 Feature Max_Weight_Body_Temp                                                                           : score -0.06232 ((750000, 9))
