C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\.venv\Scripts\python.exe C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\feature_selection\fs11_map_original_dataset_targets_min_nunique_from_fc8_fc9.py
df_train_features.shape=(750000, 254)
len(FEATURES_ALREADY_FOUND)=0
Starting Forward Feature Selection.
Original Features (always selected): ['Sex', 'Age', 'Height', 'Weight', 'Duration', 'Heart_Rate', 'Body_Temp']
Initial features to select: []
Initial features to discard: []
Scoring baseline model
Baseline score: 0.05958 ((750000, 7)) (15.12s)
Round 0
0  /253 Feature map_orig_targets_min_Age_Body_Temp                                                             : score 0.05957 (-0.00001)
182/253 Feature map_orig_targets_nunique_Sex_Age_Body_Temp                                                     : score 0.05960 (0.00002)
183/253 Feature map_orig_targets_nunique_Sex_Age_Duration_Body_Temp                                            : score 0.05953 (-0.00005)
184/253 Feature map_orig_targets_nunique_Sex_Age_Duration_Heart_Rate_Body_Temp                                 : score 0.05954 (-0.00004)
185/253 Feature map_orig_targets_nunique_Sex_Age_Duration_Heart_Rate                                           : score 0.05957 (-0.00001)
186/253 Feature map_orig_targets_nunique_Sex_Age_Duration                                                      : score 0.05957 (-0.00001)
187/253 Feature map_orig_targets_nunique_Sex_Age_Heart_Rate_Body_Temp                                          : score 0.05953 (-0.00005)
188/253 Feature map_orig_targets_nunique_Sex_Age_Heart_Rate                                                    : score 0.05958 (-0.00000)
189/253 Feature map_orig_targets_nunique_Sex_Age_Height_Body_Temp                                              : score 0.05954 (-0.00004)
190/253 Feature map_orig_targets_nunique_Sex_Age_Height_Duration_Body_Temp                                     : score 0.05957 (-0.00001)
191/253 Feature map_orig_targets_nunique_Sex_Age_Height_Duration_Heart_Rate_Body_Temp                          : score 0.05956 (-0.00002)
192/253 Feature map_orig_targets_nunique_Sex_Age_Height_Duration_Heart_Rate                                    : score 0.05952 (-0.00006)
193/253 Feature map_orig_targets_nunique_Sex_Age_Height_Duration                                               : score 0.05956 (-0.00002)
194/253 Feature map_orig_targets_nunique_Sex_Age_Height_Heart_Rate_Body_Temp                                   : score 0.05953 (-0.00005)
195/253 Feature map_orig_targets_nunique_Sex_Age_Height_Heart_Rate                                             : score 0.05952 (-0.00006)
196/253 Feature map_orig_targets_nunique_Sex_Age_Height                                                        : score 0.05963 (0.00005)
197/253 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Body_Temp                                       : score 0.05953 (-0.00005)
198/253 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration_Body_Temp                              : score 0.05959 (0.00002)
199/253 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration_Heart_Rate_Body_Temp                   : score 0.05960 (0.00002)
200/253 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration_Heart_Rate                             : score 0.05956 (-0.00001)
201/253 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration                                        : score 0.05958 (-0.00000)
202/253 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Heart_Rate_Body_Temp                            : score 0.05960 (0.00002)
203/253 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Heart_Rate                                      : score 0.05957 (-0.00001)
204/253 Feature map_orig_targets_nunique_Sex_Age_Height_Weight                                                 : score 0.05959 (0.00001)
205/253 Feature map_orig_targets_nunique_Sex_Age                                                               : score 0.05963 (0.00005)
206/253 Feature map_orig_targets_nunique_Sex_Age_Weight_Body_Temp                                              : score 0.05954 (-0.00004)
207/253 Feature map_orig_targets_nunique_Sex_Age_Weight_Duration_Body_Temp                                     : score 0.05957 (-0.00001)
208/253 Feature map_orig_targets_nunique_Sex_Age_Weight_Duration_Heart_Rate_Body_Temp                          : score 0.05958 (0.00000)
209/253 Feature map_orig_targets_nunique_Sex_Age_Weight_Duration_Heart_Rate                                    : score 0.05958 (0.00000)
210/253 Feature map_orig_targets_nunique_Sex_Age_Weight_Duration                                               : score 0.05959 (0.00001)
211/253 Feature map_orig_targets_nunique_Sex_Age_Weight_Heart_Rate_Body_Temp                                   : score 0.05955 (-0.00003)
212/253 Feature map_orig_targets_nunique_Sex_Age_Weight_Heart_Rate                                             : score 0.05952 (-0.00006)
213/253 Feature map_orig_targets_nunique_Sex_Age_Weight                                                        : score 0.05957 (-0.00001)
214/253 Feature map_orig_targets_nunique_Sex_Body_Temp                                                         : score 0.05963 (0.00005)
215/253 Feature map_orig_targets_nunique_Sex_Duration_Body_Temp                                                : score 0.05955 (-0.00003)
216/253 Feature map_orig_targets_nunique_Sex_Duration_Heart_Rate_Body_Temp                                     : score 0.05954 (-0.00004)
217/253 Feature map_orig_targets_nunique_Sex_Duration_Heart_Rate                                               : score 0.05957 (-0.00001)
218/253 Feature map_orig_targets_nunique_Sex_Duration                                                          : score 0.05955 (-0.00003)
219/253 Feature map_orig_targets_nunique_Sex_Heart_Rate_Body_Temp                                              : score 0.05957 (-0.00001)
220/253 Feature map_orig_targets_nunique_Sex_Heart_Rate                                                        : score 0.05956 (-0.00002)
221/253 Feature map_orig_targets_nunique_Sex_Height_Body_Temp                                                  : score 0.05964 (0.00006)
222/253 Feature map_orig_targets_nunique_Sex_Height_Duration_Body_Temp                                         : score 0.05957 (-0.00001)
223/253 Feature map_orig_targets_nunique_Sex_Height_Duration_Heart_Rate_Body_Temp                              : score 0.05956 (-0.00002)
224/253 Feature map_orig_targets_nunique_Sex_Height_Duration_Heart_Rate                                        : score 0.05953 (-0.00005)
225/253 Feature map_orig_targets_nunique_Sex_Height_Duration                                                   : score 0.05958 (0.00000)
226/253 Feature map_orig_targets_nunique_Sex_Height_Heart_Rate_Body_Temp                                       : score 0.05951 (-0.00007)
227/253 Feature map_orig_targets_nunique_Sex_Height_Heart_Rate                                                 : score 0.05957 (-0.00001)
228/253 Feature map_orig_targets_nunique_Sex_Height                                                            : score 0.05967 (0.00009)
229/253 Feature map_orig_targets_nunique_Sex_Height_Weight_Body_Temp                                           : score 0.05954 (-0.00004)
